GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_010548145.1	16693798	GCF_010548145.1	17327118	
GCA_010548165.1	16693838	GCF_010548165.1	17326178	
GCA_010548175.1	16693858	GCF_010548175.1	17330388	
GCA_010548185.1	16693848	GCF_010548185.1	17327658	
GCA_010548215.1	16693878	GCF_010548215.1	17348118	
GCA_010548245.1	16693898	GCF_010548245.1	17328128	
GCA_010548275.1	16693938	GCF_010548275.1	17333538	
GCA_010548305.1	16693958	GCF_010548305.1	17348258	
GCA_010548325.1	16693978	GCF_010548325.1	17348298	
GCA_010548345.1	16693998	GCF_010548345.1	17328318	
GCA_010548375.1	16694058	GCF_010548375.1	17334128	
GCA_010548385.1	16694038	GCF_010548385.1	17326558	
GCA_010548435.1	16694098	GCF_010548435.1	17323878	
GCA_010548465.1	16694138	GCF_010548465.1	17334448	
GCA_010548475.1	16694128	GCF_010548475.1	17330808	
GCA_010548505.1	16694178	GCF_010548505.1	17348358	
GCA_010548515.1	16694168	GCF_010548515.1	17331698	
GCA_010548525.1	16694198	GCF_010548525.1	17347438	
GCA_010548565.1	16694228	GCF_010548565.1	17331188	
GCA_010548575.1	16694238	GCF_010548575.1	17334678	
GCA_010548605.1	16694278	GCF_010548605.1	17331488	
GCA_010548615.1	16694258	GCF_010548615.1	17326938	
GCA_010548665.1	16694338	GCF_010548665.1	17325218	
GCA_010548675.1	16694318	GCF_010548675.1	17324998	
GCA_010548705.1	16694358	GCF_010548705.1	17327188	
GCA_010548715.1	16694378	GCF_010548715.1	17348418	
GCA_010548725.1	16694418	GCF_010548725.1	17332058	
GCA_010550245.1	16695918	GCF_010550245.1	17329238	
GCA_010550325.1	16695978	GCF_010550325.1	17327688	
GCA_010550365.1	16696038	GCF_010550365.1	17329988	
GCA_010550375.1	16696018	GCF_010550375.1	17329458	
GCA_010550405.1	16696078	GCF_010550405.1	17328178	
GCA_010550435.1	16696118	GCF_010550435.1	17330348	
GCA_010550505.1	16696158	GCF_010550505.1	17332508	
GCA_010550525.1	16696208	GCF_010550525.1	17325478	
GCA_010550535.1	16696218	GCF_010550535.1	17348458	
GCA_010550605.1	16696258	GCF_010550605.1	17332978	
GCA_010550625.1	16696278	GCF_010550625.1	17328438	
GCA_010550645.1	16696328	GCF_010550645.1	17335068	
GCA_010669165.1	16814938	GCF_010669165.1	17329268	
GCA_010820575.1	16967858	GCF_010820575.1	17335988	
GCA_010892295.1	17041478	GCF_010892295.1	17334088	
GCA_010993835.1	17237278	GCF_010993835.1	17332188	
GCA_011006355.1	17254328	GCF_011006355.1	17334398	
GCA_011007525.1	17255708	GCF_011007525.1	17333578	
GCA_011008945.1	17261528	GCF_011008945.1	17332668	
GCA_011044975.1	17317618	GCF_011044975.1	17372768	
GCA_011044995.1	17317658	GCF_011044995.1	17373328	
GCA_011045015.1	17317718	GCF_011045015.1	17372868	
GCA_011045025.1	17317758	GCF_011045025.1	17373348	
GCA_011045075.1	17317798	GCF_011045075.1	17373048	
GCA_011055525.1	17337188	GCF_011055525.1	17372888	
GCA_011170105.1	17483588	GCF_011170105.1	22711308	
GCA_011170125.1	17483608	GCF_011170125.1	22446248	
GCA_011170145.1	17483628	GCF_011170145.1	22446628	
GCA_011193355.1	17521018	GCF_011193355.1	17948468	
GCA_011290345.1	17619078	GCF_011290345.1	25906838	
GCA_011317205.1	17648988	GCF_011317205.1	17729208	
GCA_011421595.1	17758978	GCF_011421595.1	17948348	
GCA_011650445.1	18000788	GCF_011650445.1	18095358	
GCA_011694815.1	18046188	GCF_011694815.1	18129988	
GCA_011751035.2	25101708	GCF_011751035.2	25176858	
GCA_011758705.1	18116528	GCF_011758705.1	18135828	
GCA_011765715.1	18131578	GCF_011765715.1	18477018	
GCA_011766325.1	18132188	GCF_011766325.1	19955708	
GCA_011800555.1	18166478	GCF_011800555.1	18398688	
GCA_011820545.1	18186108	GCF_011820545.1	18398708	
GCA_012033735.1	18402868	GCF_012033735.1	18658188	
GCA_012033785.1	18402908	GCF_012033785.1	18659248	
GCA_012034175.1	18403288	GCF_012034175.1	18658228	
GCA_012034205.1	18403318	GCF_012034205.1	18658288	
GCA_012034235.1	18403358	GCF_012034235.1	18659608	
GCA_012034295.1	18403418	GCF_012034295.1	18482418	
GCA_012034305.1	18403428	GCF_012034305.1	18659268	
GCA_012034385.1	18403498	GCF_012034385.1	18657828	
GCA_012034935.1	18404048	GCF_012034935.1	18659308	
GCA_012044595.1	18413768	GCF_012044595.1	18503538	
GCA_012184365.2	27840498	GCF_012184365.2	28002758	
GCA_012273495.1	18659128	GCF_012273495.1	18938418	
GCA_012273515.1	18659148	GCF_012273515.1	18940408	
GCA_012273535.1	18659228	GCF_012273535.1	18939168	
GCA_012273655.1	18660838	GCF_012273655.1	18941458	
GCA_012275145.1	18662388	GCF_012275145.1	18939608	
GCA_012328665.1	18718878	GCF_012328665.1	18835458	
GCA_012726235.1	19143958	GCF_012726235.1	19433178	
GCA_012726265.1	19143998	GCF_012726265.1	19407248	
GCA_012922115.1	19342838	GCF_012922115.1	19406908	
GCA_012927225.1	19348018	GCF_012927225.1	19407148	
GCA_012927245.1	19348038	GCF_012927245.1	19406968	
GCA_012933395.1	19357678	GCF_012933395.1	19433138	
GCA_013004455.1	19474578	GCF_013004455.1	19518688	
GCA_013009255.1	19479628	GCF_013009255.1	19632788	
GCA_013010335.1	19480638	GCF_013010335.1	19632668	
GCA_013018355.1	19488748	GCF_013018355.1	19552158	
GCA_013030945.1	19501408	GCF_013030945.1	19632488	
GCA_013044505.1	19515058	GCF_013044505.1	19632948	
GCA_013046785.1	19518148	GCF_013046785.1	19632988	
GCA_013055795.1	19527358	GCF_013055795.1	19633048	
GCA_013085465.1	19566518	GCF_013085465.1	19659788	
GCA_013167895.1	19705528	GCF_013167895.1	19957148	
GCA_013177615.1	19716628	GCF_013177615.1	19788718	
GCA_013302895.1	19981878	GCF_013302895.1	20043218	
GCA_013302945.1	19981908	GCF_013302945.1	20044798	
GCA_013307045.1	19987148	GCF_013307045.1	20049638	
GCA_013317105.1	19997868	GCF_013317105.1	20066138	
GCA_013345665.1	20080468	GCF_013345665.1	20098698	
GCA_013357925.1	20095878	GCF_013357925.1	20114128	
GCA_013357935.1	20095938	GCF_013357935.1	20114188	
GCA_013357965.1	20095948	GCF_013357965.1	20114088	
GCA_013358025.1	20095978	GCF_013358025.1	20114108	
GCA_013358045.1	20096038	GCF_013358045.1	20121978	
GCA_013358055.1	20096018	GCF_013358055.1	20121318	
GCA_013358065.1	20096028	GCF_013358065.1	20121998	
GCA_013358105.1	20096058	GCF_013358105.1	20121538	
GCA_013358115.1	20096078	GCF_013358115.1	20121498	
GCA_013358135.1	20096128	GCF_013358135.1	20121898	
GCA_013358155.1	20096118	GCF_013358155.1	20121378	
GCA_013358165.1	20096138	GCF_013358165.1	20121918	
GCA_013358235.1	20096228	GCF_013358235.1	20121438	
GCA_013358245.1	20096238	GCF_013358245.1	20121578	
GCA_013358305.1	20096258	GCF_013358305.1	20122278	
GCA_013358325.1	20096278	GCF_013358325.1	20121278	
GCA_013358335.1	20096298	GCF_013358335.1	20121418	
GCA_013362995.1	20114148	GCF_013362995.1	20122718	
GCA_013363455.1	20121618	GCF_013363455.1	20123298	
GCA_013363465.1	20121638	GCF_013363465.1	22446228	
GCA_013363475.1	20121658	GCF_013363475.1	20123378	
GCA_013363485.1	20121678	GCF_013363485.1	20123358	
GCA_013363555.1	20121698	GCF_013363555.1	22446428	
GCA_013363575.1	20121738	GCF_013363575.1	20123278	
GCA_013363585.1	20121728	GCF_013363585.1	20123238	
GCA_013363615.1	20121758	GCF_013363615.1	20123438	
GCA_013363655.1	20121818	GCF_013363655.1	20123398	
GCA_013363665.1	20121828	GCF_013363665.1	20123418	
GCA_013363675.1	20121838	GCF_013363675.1	20123178	
GCA_013363715.1	20121858	GCF_013363715.1	20123338	
GCA_013363735.1	20121878	GCF_013363735.1	20123538	
GCA_013364095.1	20123718	GCF_013364095.1	20139358	
GCA_013364155.1	20123778	GCF_013364155.1	20140468	
GCA_013364175.1	20123798	GCF_013364175.1	20139318	
GCA_013364195.1	20123818	GCF_013364195.1	20139238	
GCA_013364235.1	20123858	GCF_013364235.1	20140488	
GCA_013364315.1	20123938	GCF_013364315.1	20140158	
GCA_013364335.1	20123958	GCF_013364335.1	20140318	
GCA_013364375.1	20124038	GCF_013364375.1	20140278	
GCA_013371965.1	20139118	GCF_013371965.1	20159598	
GCA_013375055.1	20173068	GCF_013375055.1	20174308	
GCA_013376795.1	20176228	GCF_013376795.1	20178448	
GCA_013387495.1	20235258	GCF_013387495.1	20251068	
GCA_013394065.1	20287308	GCF_013394065.1	20301348	
GCA_013401435.1	20307938	GCF_013401435.1	20309238	
GCA_013401535.1	20308138	GCF_013401535.1	20310438	
GCA_013407765.1	20323768	GCF_013407765.1	20370488	
GCA_013409565.1	20326158	GCF_013409565.1	20369068	
GCA_013414305.1	20349338	GCF_013414305.1	20374298	
GCA_013421635.1	20379378	GCF_013421635.1	20387738	
GCA_013423905.1	20391718	GCF_013423905.1	20394508	
GCA_013433285.1	20420148	GCF_013433285.1	20500218	
GCA_013450295.1	20444908	GCF_013450295.1	20690758	
GCA_013618515.1	20663428	GCF_013618515.1	21214458	
GCA_013618545.1	20663448	GCF_013618545.1	21214518	
GCA_013693715.1	20761118	GCF_013693715.1	21328498	
GCA_013778455.1	20927478	GCF_013778455.1	21393568	
GCA_013870495.1	21062048	GCF_013870495.1	21436328	
GCA_013870515.1	21062068	GCF_013870515.1	21426128	
GCA_013870535.1	21062098	GCF_013870535.1	21436288	
GCA_013870595.1	21062228	GCF_013870595.1	21436308	
GCA_013912435.1	21124578	GCF_013912435.1	21444738	
GCA_013913525.1	21125968	GCF_013913525.1	22446408	
GCA_014070435.1	21434568	GCF_014070435.1	21547068	
GCA_014076605.1	21443378	GCF_014076605.1	21556948	
GCA_014083905.1	21451348	GCF_014083905.1	21556428	
GCA_014083985.1	21451428	GCF_014083985.1	21546848	
GCA_014084105.1	21451548	GCF_014084105.1	21556548	
GCA_014084125.1	21451588	GCF_014084125.1	21556048	
GCA_014138545.1	21510238	GCF_014138545.1	21569108	
GCA_014138735.1	21510438	GCF_014138735.1	21568328	
GCA_014138855.1	21510558	GCF_014138855.1	21569648	
GCA_014138905.1	21510618	GCF_014138905.1	21569788	
GCA_014141525.1	21513198	GCF_014141525.1	21568228	
GCA_014141535.1	21513218	GCF_014141535.1	21566828	
GCA_014156695.1	21533408	GCF_014156695.1	21570408	
GCA_014170455.1	21555808	GCF_014170455.1	21584378	
GCA_014191845.1	21596108	GCF_014191845.1	21657788	
GCA_014197485.1	21601808	GCF_014197485.1	21631168	
GCA_014202475.1	21606788	GCF_014202475.1	21656868	
GCA_014203475.1	21607788	GCF_014203475.1	21660828	
GCA_014203495.1	21607808	GCF_014203495.1	21659108	
GCA_014203505.1	21607828	GCF_014203505.1	21658868	
GCA_014203535.1	21607848	GCF_014203535.1	21660428	
GCA_014203545.1	21607868	GCF_014203545.1	21658828	
GCA_014203555.1	21607888	GCF_014203555.1	21651668	
GCA_014203595.1	21607908	GCF_014203595.1	21660988	
GCA_014203645.1	21607968	GCF_014203645.1	21657388	
GCA_014203705.1	21608028	GCF_014203705.1	21660808	
GCA_014203855.1	21608188	GCF_014203855.1	21660908	
GCA_014203895.1	21608208	GCF_014203895.1	21660868	
GCA_014205035.1	21609348	GCF_014205035.1	21658948	
GCA_014205055.1	21609368	GCF_014205055.1	21660788	
GCA_014205255.1	21609568	GCF_014205255.1	21661068	
GCA_014205315.1	21609628	GCF_014205315.1	21661268	
GCA_014207295.1	21611608	GCF_014207295.1	21661148	
GCA_014207445.1	21611788	GCF_014207445.1	21661208	
GCA_014216315.1	21623928	GCF_014216315.1	21686248	
GCA_014216335.1	21623968	GCF_014216335.1	21689528	
GCA_014217585.1	21626958	GCF_014217585.1	21694728	
GCA_014252945.1	21709258	GCF_014252945.1	21715748	
GCA_014253015.1	21709338	GCF_014253015.1	21715708	
GCA_014257025.1	21715768	GCF_014257025.1	21743208	
GCA_014280945.1	21759268	GCF_014280945.1	21781548	
GCA_014280995.1	21759328	GCF_014280995.1	21781588	
GCA_014281035.1	21759368	GCF_014281035.1	21781608	
GCA_014281095.1	21759408	GCF_014281095.1	21781568	
GCA_014284355.1	21762338	GCF_014284355.1	21817538	
GCA_014284425.1	21762418	GCF_014284425.1	21817838	
GCA_014295035.1	21773898	GCF_014295035.1	21817998	
GCA_014451325.2	29809898	GCF_014451325.2	30216118	
GCA_014489615.1	22003238	GCF_014489615.1	22004838	
GCA_014489635.1	22003258	GCF_014489635.1	22004858	
GCA_014493765.1	22008908	GCF_014493765.1	22040728	
GCA_014495685.1	22010808	GCF_014495685.1	22040748	
GCA_014495705.1	22010828	GCF_014495705.1	22066198	
GCA_014534645.1	22065878	GCF_014534645.1	22136218	
GCA_014596445.1	22135608	GCF_014596445.1	22153638	
GCA_014596465.1	22135638	GCF_014596465.1	22155818	
GCA_014596475.1	22135648	GCF_014596475.1	22153598	
GCA_014596505.1	22135668	GCF_014596505.1	22153618	
GCA_014596515.1	22135698	GCF_014596515.1	22153678	
GCA_014596525.1	22135708	GCF_014596525.1	22153578	
GCA_014596915.1	22136118	GCF_014596915.1	22153658	
GCA_014621695.1	22164168	GCF_014621695.1	22189778	
GCA_014645815.1	22188978	GCF_014645815.1	22211068	
GCA_014645835.1	22188998	GCF_014645835.1	22210788	
GCA_014645895.1	22189078	GCF_014645895.1	22209828	
GCA_014646055.1	22189218	GCF_014646055.1	22210608	
GCA_014646095.1	22189258	GCF_014646095.1	22210668	
GCA_014646115.1	22189278	GCF_014646115.1	22210468	
GCA_014646275.1	22189438	GCF_014646275.1	22210428	
GCA_014646335.1	22189498	GCF_014646335.1	22210748	
GCA_014647675.1	22190878	GCF_014647675.1	22211268	
GCA_014647695.1	22190898	GCF_014647695.1	22211148	
GCA_014647715.1	22190918	GCF_014647715.1	22208488	
GCA_014647875.1	22191078	GCF_014647875.1	22211248	
GCA_014648075.1	22191278	GCF_014648075.1	22210888	
GCA_014648195.1	22191398	GCF_014648195.1	22210828	
GCA_014648555.1	22191758	GCF_014648555.1	22211108	
GCA_014648615.1	22191818	GCF_014648615.1	22232218	
GCA_014648635.1	22191838	GCF_014648635.1	22211208	
GCA_014648655.1	22191858	GCF_014648655.1	22211128	
GCA_014648695.1	22191898	GCF_014648695.1	22211228	
GCA_014648775.1	22191978	GCF_014648775.1	22213968	
GCA_014648795.1	22191998	GCF_014648795.1	22446668	
GCA_014648815.1	22192018	GCF_014648815.1	22210948	
GCA_014648835.1	22192038	GCF_014648835.1	22210908	
GCA_014648855.1	22192058	GCF_014648855.1	22212388	
GCA_014648875.1	22192078	GCF_014648875.1	22214208	
GCA_014648895.1	22192098	GCF_014648895.1	22232658	
GCA_014648915.1	22192118	GCF_014648915.1	22232038	
GCA_014648935.1	22192138	GCF_014648935.1	22215988	
GCA_014648955.1	22192158	GCF_014648955.1	22212408	
GCA_014648995.1	22192198	GCF_014648995.1	22229028	
GCA_014649015.1	22192218	GCF_014649015.1	22216368	
GCA_014649035.1	22192238	GCF_014649035.1	22228578	
GCA_014649075.1	22192278	GCF_014649075.1	22233298	
GCA_014649095.1	22192298	GCF_014649095.1	22229108	
GCA_014649115.1	22192318	GCF_014649115.1	22232278	
GCA_014649135.1	22192338	GCF_014649135.1	22233838	
GCA_014649195.1	22192398	GCF_014649195.1	22712478	
GCA_014649215.1	22192418	GCF_014649215.1	22446308	
GCA_014649235.1	22192438	GCF_014649235.1	22232078	
GCA_014649255.1	22192458	GCF_014649255.1	22212848	
GCA_014649275.1	22192478	GCF_014649275.1	22234218	
GCA_014649315.1	22192518	GCF_014649315.1	22229128	
GCA_014649335.1	22192538	GCF_014649335.1	22228678	
GCA_014649375.1	22192578	GCF_014649375.1	22233398	
GCA_014649415.1	22192618	GCF_014649415.1	24680388	
GCA_014649435.1	22192638	GCF_014649435.1	22231978	
GCA_014649455.1	22192658	GCF_014649455.1	22234478	
GCA_014649475.1	22192678	GCF_014649475.1	22234238	
GCA_014649495.1	22192698	GCF_014649495.1	22446728	
GCA_014649515.1	22192718	GCF_014649515.1	22229228	
GCA_014649535.1	22192738	GCF_014649535.1	22228718	
GCA_014649595.1	22192798	GCF_014649595.1	22711578	
GCA_014649635.1	22192838	GCF_014649635.1	22233878	
GCA_014649655.1	22192858	GCF_014649655.1	22234498	
GCA_014649675.1	22192878	GCF_014649675.1	22711618	
GCA_014649715.1	22192918	GCF_014649715.1	22229248	
GCA_014649735.1	22192938	GCF_014649735.1	22228738	
GCA_014649755.1	22192958	GCF_014649755.1	22234518	
GCA_014649775.1	22192978	GCF_014649775.1	22234258	
GCA_014649795.1	22192998	GCF_014649795.1	22234278	
GCA_014649815.1	22193018	GCF_014649815.1	22446768	
GCA_014649835.1	22193038	GCF_014649835.1	22228758	
GCA_014649855.1	22193058	GCF_014649855.1	22233498	
GCA_014649875.1	22193078	GCF_014649875.1	22212908	
GCA_014649895.1	22193098	GCF_014649895.1	22215168	
GCA_014649915.1	22193118	GCF_014649915.1	22232678	
GCA_014649935.1	22193138	GCF_014649935.1	22212048	
GCA_014649955.1	22193158	GCF_014649955.1	22233578	
GCA_014649975.1	22193178	GCF_014649975.1	22446848	
GCA_014649995.1	22193198	GCF_014649995.1	22234298	
GCA_014650035.1	22193238	GCF_014650035.1	22233898	
GCA_014650075.1	22193278	GCF_014650075.1	22234558	
GCA_014650095.1	22193298	GCF_014650095.1	22234318	
GCA_014650115.1	22193318	GCF_014650115.1	22232698	
GCA_014650135.1	22193338	GCF_014650135.1	22711168	
GCA_014650155.1	22193358	GCF_014650155.1	22232158	
GCA_014650175.1	22193378	GCF_014650175.1	22233618	
GCA_014650195.1	22193398	GCF_014650195.1	22232778	
GCA_014650215.1	22193418	GCF_014650215.1	22712518	
GCA_014650235.1	22193438	GCF_014650235.1	22446348	
GCA_014650255.1	22193458	GCF_014650255.1	22232178	
GCA_014650275.1	22193478	GCF_014650275.1	22234578	
GCA_014650315.1	22193518	GCF_014650315.1	22232258	
GCA_014650335.1	22193538	GCF_014650335.1	22233918	
GCA_014650355.1	22193558	GCF_014650355.1	22233938	
GCA_014650375.1	22193578	GCF_014650375.1	22234598	
GCA_014650395.1	22193598	GCF_014650395.1	22232798	
GCA_014650435.1	22193638	GCF_014650435.1	22232238	
GCA_014650455.1	22193658	GCF_014650455.1	22232518	
GCA_014650495.1	22193698	GCF_014650495.1	22234338	
GCA_014650515.1	22193718	GCF_014650515.1	22234058	
GCA_014650535.1	22193738	GCF_014650535.1	22234078	
GCA_014650555.1	22193758	GCF_014650555.1	22233958	
GCA_014650575.1	22193778	GCF_014650575.1	22234618	
GCA_014650595.1	22193798	GCF_014650595.1	22233558	
GCA_014650615.1	22193818	GCF_014650615.1	22232818	
GCA_014650635.1	22193838	GCF_014650635.1	22232878	
GCA_014650655.1	22193858	GCF_014650655.1	22231998	
GCA_014650675.1	22193878	GCF_014650675.1	22233818	
GCA_014650695.1	22193898	GCF_014650695.1	22233598	
GCA_014650715.1	22193918	GCF_014650715.1	22232898	
GCA_014650735.1	22193938	GCF_014650735.1	22232958	
GCA_014650755.1	22193958	GCF_014650755.1	22232018	
GCA_014650775.1	22193978	GCF_014650775.1	22234638	
GCA_014650795.1	22193998	GCF_014650795.1	22711958	
GCA_014650815.1	22194018	GCF_014650815.1	22234358	
GCA_014650835.1	22194038	GCF_014650835.1	22234098	
GCA_014650855.1	22194058	GCF_014650855.1	22232058	
GCA_014650875.1	22194078	GCF_014650875.1	22234658	
GCA_014650895.1	22194098	GCF_014650895.1	22232838	
GCA_014650915.1	22194118	GCF_014650915.1	22232858	
GCA_014650935.1	22194138	GCF_014650935.1	22232738	
GCA_014650955.1	22194158	GCF_014650955.1	22232578	
GCA_014650975.1	22194178	GCF_014650975.1	22211848	
GCA_014650995.1	22194198	GCF_014650995.1	22232918	
GCA_014651015.1	22194218	GCF_014651015.1	22232938	
GCA_014651035.1	22194238	GCF_014651035.1	22234118	
GCA_014651055.1	22194258	GCF_014651055.1	22233978	
GCA_014651075.1	22194278	GCF_014651075.1	22234678	
GCA_014651115.1	22194318	GCF_014651115.1	22234378	
GCA_014651135.1	22194338	GCF_014651135.1	22234138	
GCA_014651155.1	22194358	GCF_014651155.1	22446388	
GCA_014651175.1	22194378	GCF_014651175.1	41219268	
GCA_014651195.1	22194398	GCF_014651195.1	22233638	
GCA_014653855.1	22197068	GCF_014653855.1	22232598	
GCA_014654675.1	22197878	GCF_014654675.1	22232998	
GCA_014654785.1	22197978	GCF_014654785.1	22234398	
GCA_014654895.1	22198118	GCF_014654895.1	22233998	
GCA_014654935.1	22198178	GCF_014654935.1	22233658	
GCA_014655295.1	22198508	GCF_014655295.1	22234698	
GCA_014655335.1	22198558	GCF_014655335.1	22711418	
GCA_014655475.1	22198678	GCF_014655475.1	22233118	
GCA_014655595.1	22198798	GCF_014655595.1	22234158	
GCA_014655715.1	22198918	GCF_014655715.1	22234178	
GCA_014655855.1	22199058	GCF_014655855.1	22233858	
GCA_014655955.1	22199178	GCF_014655955.1	22234718	
GCA_014656035.1	22199238	GCF_014656035.1	22234018	
GCA_014656055.1	22199258	GCF_014656055.1	22234738	
GCA_014656075.1	22199278	GCF_014656075.1	22234758	
GCA_014656095.1	22199298	GCF_014656095.1	22234438	
GCA_014656115.1	22199318	GCF_014656115.1	22234198	
GCA_014656135.1	22199338	GCF_014656135.1	22232638	
GCA_014656155.1	22199358	GCF_014656155.1	22233698	
GCA_014656195.1	22199398	GCF_014656195.1	22233218	
GCA_014656215.1	22199418	GCF_014656215.1	22232758	
GCA_014656235.1	22199438	GCF_014656235.1	22234458	
GCA_014656255.1	22199458	GCF_014656255.1	22233718	
GCA_014656275.1	22199478	GCF_014656275.1	22234778	
GCA_014656295.1	22199498	GCF_014656295.1	22233378	
GCA_014656315.1	22199518	GCF_014656315.1	22233018	
GCA_014673495.1	22230738	GCF_014673495.1	22271428	
GCA_014701095.1	22258338	GCF_014701095.1	22331238	
GCA_014701115.1	22258358	GCF_014701115.1	22331018	
GCA_014712245.1	22269588	GCF_014712245.1	22334138	
GCA_014748265.1	22307298	GCF_014748265.1	22333698	
GCA_014748275.1	22307318	GCF_014748275.1	22333858	
GCA_014748315.1	22307358	GCF_014748315.1	22333558	
GCA_014779715.1	22351408	GCF_014779715.1	22380998	
GCA_014852565.2	41493038	GCF_014852565.2	41539278	
GCA_014852645.1	22462388	GCF_014852645.1	22472818	
GCA_014852655.1	22462438	GCF_014852655.1	22473958	
GCA_014854025.1	22463598	GCF_014854025.1	22473778	
GCA_014873495.1	22496068	GCF_014873495.1	22498228	
GCA_014905535.1	22545608	GCF_014905535.1	24573638	
GCA_014905555.1	22545628	GCF_014905555.1	24573498	
GCA_014930355.1	22586418	GCF_014930355.1	22653878	
GCA_014930365.1	22586438	GCF_014930365.1	22653818	
GCA_014930395.1	22586458	GCF_014930395.1	22653698	
GCA_014930405.1	22586488	GCF_014930405.1	22653568	
GCA_014930415.1	22586498	GCF_014930415.1	22653448	
GCA_015160855.1	22827418	GCF_015160855.1	22909048	
GCA_015160875.1	22827438	GCF_015160875.1	22909308	
GCA_015163075.1	22830268	GCF_015163075.1	22909428	
GCA_015244315.1	22926358	GCF_015244315.1	22958918	
GCA_015321285.1	23015668	GCF_015321285.1	23058968	
GCA_015475835.1	23190778	GCF_015475835.1	23191638	
GCA_015475845.1	23190758	GCF_015475845.1	23191658	
GCA_015601545.1	23341098	GCF_015601545.1	23362218	
GCA_015645455.1	23392708	GCF_015645455.1	23442898	
GCA_015680775.2	24734268	GCF_015680775.2	24758758	
GCA_015689475.1	23444698	GCF_015689475.1	25386168	
GCA_015690355.1	23445678	GCF_015690355.1	23459078	
GCA_015708605.1	23484318	GCF_015708605.1	23508278	
GCA_015710995.1	23488068	GCF_015710995.1	23518058	
GCA_015712165.1	23494958	GCF_015712165.1	23517768	
GCA_015767735.1	23578708	GCF_015767735.1	23672368	
GCA_015767755.1	23578728	GCF_015767755.1	23672348	
GCA_015767775.1	23578748	GCF_015767775.1	23671128	
GCA_015767795.1	23578768	GCF_015767795.1	23672108	
GCA_015767815.1	23578788	GCF_015767815.1	23675048	
GCA_015767855.1	23578828	GCF_015767855.1	23671148	
GCA_015767875.1	23578848	GCF_015767875.1	23671468	
GCA_015767895.1	23578868	GCF_015767895.1	23686868	
GCA_015767915.1	23578888	GCF_015767915.1	23671308	
GCA_015767935.1	23578908	GCF_015767935.1	23669428	
GCA_015770475.1	23581628	GCF_015770475.1	23672268	
GCA_015776785.2	27665218	GCF_015776785.2	27689578	
GCA_015910445.1	23737058	GCF_015910445.1	23800588	
GCA_015912395.1	23740488	GCF_015912395.1	23805138	
GCA_015912435.1	23740508	GCF_015912435.1	23805538	
GCA_015912455.1	23740558	GCF_015912455.1	23831538	
GCA_015912465.1	23740568	GCF_015912465.1	23831418	
GCA_015912875.1	23741118	GCF_015912875.1	23805678	
GCA_015912895.1	23741168	GCF_015912895.1	23805718	
GCA_015912925.1	23741208	GCF_015912925.1	23805438	
GCA_015912945.1	23741228	GCF_015912945.1	23805598	
GCA_015912975.1	23741268	GCF_015912975.1	23831438	
GCA_015912985.1	23741288	GCF_015912985.1	23831518	
GCA_015912995.1	23741328	GCF_015912995.1	23804958	
GCA_015999245.1	23838678	GCF_015999245.1	24536568	
GCA_016017415.1	23860998	GCF_016017415.1	23950128	
GCA_016031615.1	23875328	GCF_016031615.1	23953168	
GCA_016103465.1	23969288	GCF_016103465.1	23980498	
GCA_016103505.1	23969308	GCF_016103505.1	23980578	
GCA_016107395.1	23974118	GCF_016107395.1	23999328	
GCA_016128295.1	24001828	GCF_016128295.1	24063188	
GCA_016411765.1	24296108	GCF_016411765.1	24322678	
GCA_016432665.1	24328358	GCF_016432665.1	24348568	
GCA_016432685.1	24328368	GCF_016432685.1	24348448	
GCA_016432735.1	24328408	GCF_016432735.1	24348608	
GCA_016432765.1	24328438	GCF_016432765.1	39699518	
GCA_016457305.1	24364058	GCF_016457305.1	24373608	
GCA_016464295.1	24371188	GCF_016464295.1	24452868	
GCA_016467295.1	24376668	GCF_016467295.1	24455168	
GCA_016482685.1	24392338	GCF_016482685.1	24455808	
GCA_016491645.1	24401238	GCF_016491645.1	24455788	
GCA_016521585.1	24431718	GCF_016521585.1	24552908	
GCA_016598475.1	24512598	GCF_016598475.1	24569978	
GCA_016598575.1	24512688	GCF_016598575.1	24569338	
GCA_016598615.1	24512728	GCF_016598615.1	24572358	
GCA_016605905.1	24520548	GCF_016605905.1	24570978	
GCA_016612545.1	24527828	GCF_016612545.1	24585268	
GCA_016612575.1	24527848	GCF_016612575.1	24586128	
GCA_016612605.1	24527868	GCF_016612605.1	24688068	
GCA_016612625.1	24527888	GCF_016612625.1	24585648	
GCA_016612645.1	24527918	GCF_016612645.1	24586148	
GCA_016612655.1	24527928	GCF_016612655.1	24585288	
GCA_016612665.1	24527948	GCF_016612665.1	24586168	
GCA_016612705.1	24527968	GCF_016612705.1	24586188	
GCA_016612725.1	24527988	GCF_016612725.1	24585668	
GCA_016612755.1	24528028	GCF_016612755.1	24585308	
GCA_016612775.1	24528048	GCF_016612775.1	24586208	
GCA_016612805.1	24528068	GCF_016612805.1	24586228	
GCA_016612825.1	24528088	GCF_016612825.1	24585708	
GCA_016612855.1	24528148	GCF_016612855.1	24585368	
GCA_016613285.1	24528578	GCF_016613285.1	24688128	
GCA_016613335.1	24528598	GCF_016613335.1	24585428	
GCA_016624005.1	24540248	GCF_016624005.1	24586308	
GCA_016653995.1	24596008	GCF_016653995.1	24635508	
